ID,Nume_Cantec,Artist,NumarAparitii,Avalable,Plays
4L1kxyFHMFQKZWskp2XIDe,Ce-am făcut Șefu? (cu Gheboasa & Killa Fonic) - From “TEAMBUILDING” The Movie,"Beach, Please!, Gheboasă, Killa Fonic",1,1,24
0f7OTPu9yVpOin8NhUIjg4,SFERT,"Sapte, Killa Fonic",1,1,18
5vIUygCsgTQReTbZ8avSP2,Pur Sânge,"Damian & Brothers, Killa Fonic",1,1,21
0VdnMWbiPmjpNsPMQhj58P,Jumatati,"SENET, Spike, Killa Fonic",1,1,25
6GiTUiS0A8ORsZesaOSwj2,Go Gettas,"andrei, Killa Fonic, Azteca, NANE, bbno$",1,1,37
3x36ydx3x5LtlQLQUESjtl,Miami Bici,Killa Fonic,1,1,33
0eHoaHif9kYQXlHF5J5ti7,Haolo,"Killa Fonic, NANE",1,1,30
2uJ5kSTyWMWaZU4IYpl6sB,Mambo,Killa Fonic,1,1,21
037jBf1dGiCm9yfhcXj0yF,Dvns,Killa Fonic,1,1,12
5X2kx9dd6cMLJUHbVemEoF,9 Ciori,Killa Fonic,1,1,19
1lrNlXAROp03pnJ24sc2Z0,Exodus,Killa Fonic,1,1,16
2yJTK7CsXQ5VhorZFj60nn,ARD,Killa Fonic,1,1,32
4WkXQDIZTDkTLAoz8eAcjS,Vine Satra,Satra B.E.N.Z.,1,1,31
6MQEA8IsVs7QO47jAvYkHg,Numere,"Satra B.E.N.Z., Domnul Udo, Amuly, Ian, Azteca, NANE",2,1,21
3Zx6eas7uAtwDyK5ENj6Fq,Vise de Peste,"Satra B.E.N.Z., Triss",1,1,30
7k3Vl45joAEayuylkQ4cnd,Vocile,Satra B.E.N.Z.,1,1,27
792WkNSHSFgA9bTmopIc2B,#Traparmy,Satra B.E.N.Z.,1,1,28
2dfKKggLb1MB4ZHRMX9Kco,Manele Death Metal,Satra B.E.N.Z.,1,1,25
6mQGleEvAJpYtFAm57au6p,Mondiali,"Satra B.E.N.Z., NANE",1,1,10
553XwVQsk6Qmf1IXISg5CL,Adidasii,"Satra B.E.N.Z., Damia",1,1,25
5QYdzmUWi8QU1f26n8SszA,Forever Young,Killa Fonic,1,1,22
2CIB4ScC2tnnXlY26vholZ,Prada Ei,Killa Fonic,1,1,31
0crhOlpyBntjzV7YgRA7Al,Friday Loungin' Noir Edition,"Killa Fonic, DJ ABS",1,1,29
523ktOFsOiMbiRKlCpci3O,JE$us,"Killa Fonic, Super ED, Irina Rimes",1,1,19
15jYjTgwiG8RPYRTx5yD3O,Hola ATM,Killa Fonic,1,1,21
2UDgZIYX8Q9esIiObtnjjO,DIMITRIPTALINA FREESTYLE,"Gridan, Killa Fonic",1,1,19
3o7j0ccQiObW7Jf3peiQUc,Înapoi La Mine,Killa Fonic,1,1,20
3lsiLwphJsT3Z1V3iRaMev,KOBRA,"Gridan, Killa Fonic",1,1,30
3LlQXcNNHf8PcS7eLpPLV1,C'EST LA VIE,"Gridan, Killa Fonic",1,1,23
1CC94nNHgLUcldJ48y6MGH,SIKARIO,"Gridan, Killa Fonic",1,1,17
6UOBaXaoBrrQrTB3nam6jr,RATATA,"Gridan, Killa Fonic",1,1,23
6tpQEQZb45pOb2vR5yDM2W,Bucarest-Milano,Killa Fonic,1,1,23
1g89GHKoxCFmYyKEK9faBZ,New Vista,Killa Fonic,1,1,17
2wgUSqBn1qfPjjQNKxQg9Z,Droguri Medicinale,Killa Fonic,1,1,17
3EXqv5hOYXciSF5WdOV4gc,Bucarest-Milano,Killa Fonic,1,1,15
2MXOO509niRIOC5OO2RFTG,Tropice,"Killa Fonic, Spike",1,1,17
3ocDcwGUabTYVubHksSVWx,Beijing,"Killa Fonic, NANE",1,1,17
4pn608S4OlG8xWYj1YWMGu,Richie Rich,Killa Fonic,1,1,25
4UKsyHLYDmRPB1UiCfO7SF,Kpcoca,"Killa Fonic, Azteca, NANE",1,1,18
4Xnc01Aa7cRteZxkDskdQq,TAKIN' OVER,"Oscar, Killa Fonic",1,1,26
7lBwqyfm7VL7qb1ag5guU8,Poezii Seamănă A Știri,"Oscar, Killa Fonic",1,1,24
0M1seQpCV74RY1BhTxpMJE,YAGALO,"RAVA, Killa Fonic",1,1,25
3gg0mE3iSQeQzqqYXVaiWK,PORTUGAL,"andrei, The Game, PHADE, Killa Fonic",1,1,15
3sAnuEMv1wpSPGwiQZuhSP,Bambolina,"Killa Fonic, Carla's Dreams",1,1,40
6ud4ezb4QxR3I2NHgUuZaj,Cartieru' arde,"NANE, Killa Fonic",1,1,24
4HipNteZawks2UAxk8n6j7,Umar La Umar,"Killa Fonic, NOUA UNSPE",1,1,27
03aqDLVjdjHgVSspQwv5lD,K.H.K.,Killa Fonic,1,1,11
2LsjFm7UPgiCoyXLiZ5sSe,Dalai Lama,Killa Fonic,1,1,17
4VxfZCFJIhP5D9r8vyPsTM,Iasomie,"Killa Fonic, NOUA UNSPE",1,1,29
3t1CsV3iwBf3ZwQfwvqx5P,Lord De Cartier,Killa Fonic,1,1,10
0Gp9Twb4bYzsNX2QDVTXgu,CRISTAL,"NOUA UNSPE, Killa Fonic",1,1,17
3TzQTnmMdm4HjZaJscoWii,Condei pentru 1000 jurnale,"Killa Fonic, Chimie, Dj Sfera",1,1,20
68ubGeQIt225xgfJ2gHkj6,Budokai,"Killa Fonic, RAVA",1,1,21
25XgDyOlowkWDdF7P2LfC1,Unfollow Hate,Killa Fonic,1,1,16
0Y8rAmmTeLGhbPUG8sutER,Tango & Cash,"Rico888, Killa Fonic",1,1,12
52kvaLA5CDNuBCXMVYhZC9,MTK,"NOUA UNSPE, Killa Fonic",1,1,21
42dZC8XQzuQ74IRYluizZF,Preludiu Lama Crima,Killa Fonic,1,1,22
3AqRGoDYqfNBo8n7u4z73J,Harneala,"Killa Fonic, NOSFE",1,1,10
